sentences,axes,ptypes,scores,dnames
Can you tell me how tall the pink bar is for people aged 30 to 34 in the year 2000?,Non-technical-Technical,lookup-visual,1,vega-lite-example-gallery|bar_grouped
Can you show me the height of the pink bar for those who were between 30 and 34 years old in 2000?,Non-technical-Technical,lookup-visual,2,vega-lite-example-gallery|bar_grouped
What's the value represented by the pink bar for the 30-34 age bracket in the year 2000?,Non-technical-Technical,lookup-visual,3,vega-lite-example-gallery|bar_grouped
What is the quantitative representation of the pink bar for the demographic aged 30-34 in the year 2000?,Non-technical-Technical,lookup-visual,4,vega-lite-example-gallery|bar_grouped
What is the numerical value indicated by the pink bar for the 30-34 age cohort in the 2000 data set?,Non-technical-Technical,lookup-visual,5,vega-lite-example-gallery|bar_grouped
"I'm really curious about how high the pink bar is for the age group of 30-34 in the year 2000. It seems like it could be quite high, don't you think?",Subjective-Objective,lookup-visual,1,vega-lite-example-gallery|bar_grouped
"I'm wondering if the pink bar for the age group of 30-34 in the year 2000 is high. It might be, right?",Subjective-Objective,lookup-visual,2,vega-lite-example-gallery|bar_grouped
Can we check if the pink bar for the age group of 30-34 in the year 2000 is high?,Subjective-Objective,lookup-visual,3,vega-lite-example-gallery|bar_grouped
What is the height of the pink bar for the age group of 30-34 in the year 2000?,Subjective-Objective,lookup-visual,4,vega-lite-example-gallery|bar_grouped
Please provide the exact height of the pink bar for the age group of 30-34 in the year 2000.,Subjective-Objective,lookup-visual,5,vega-lite-example-gallery|bar_grouped
Can you guess the height of the pink bar for those between 30 and 34 in 2000?,Implicit-Explicit,lookup-visual,1,vega-lite-example-gallery|bar_grouped
Any idea about the height of the pink bar for the 30-34 age group in 2000?,Implicit-Explicit,lookup-visual,2,vega-lite-example-gallery|bar_grouped
What do you think is the height of the pink bar for the 30-34 age group in 2000?,Implicit-Explicit,lookup-visual,3,vega-lite-example-gallery|bar_grouped
Can you tell me the exact height of the pink bar for the 30-34 age group in 2000?,Implicit-Explicit,lookup-visual,4,vega-lite-example-gallery|bar_grouped
What is the exact height of the pink bar for the age group of 30-34 in the year 2000?,Implicit-Explicit,lookup-visual,5,vega-lite-example-gallery|bar_grouped
How many dudes and chicks were there between 30 and 34 in 2000?,Colloquial-Standard,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
How many guys and gals were there in the 30-34 age group in 2000?,Colloquial-Standard,compositional-nonvisual,2,vega-lite-example-gallery|bar_grouped
How many men and women were there in the age group of 30-34 in 2000?,Colloquial-Standard,compositional-nonvisual,3,vega-lite-example-gallery|bar_grouped
Could you tell me the total number of males and females in the age group of 30-34 in the year 2000?,Colloquial-Standard,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
Could you provide the aggregate number of males and females within the age bracket of 30-34 in the year 2000?,Colloquial-Standard,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
How many guys and gals aged between 30 and 34 were there in the year 2000?,Non-technical-Technical,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
"Can you tell me how many men and women, who were between 30 and 34 years old, were there in 2000?",Non-technical-Technical,compositional-nonvisual,2,vega-lite-example-gallery|bar_grouped
What's the count of men and women in their early thirties in the year 2000?,Non-technical-Technical,compositional-nonvisual,3,vega-lite-example-gallery|bar_grouped
What is the combined count of male and female individuals within the 30-34 age bracket in the year 2000?,Non-technical-Technical,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
What is the aggregate demographic of male and female individuals within the age cohort of 30-34 in the census year 2000?,Non-technical-Technical,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
"I'm really curious to know, how many men and women were there in the age group of 30-34 in the year 2000? I bet it's a lot!",Subjective-Objective,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
I wonder what the total population of men and women in the age group of 30-34 was in the year 2000. It must have been quite significant.,Subjective-Objective,compositional-nonvisual,2,vega-lite-example-gallery|bar_grouped
Can we find out the total population of both males and females in the age group of 30-34 in the year 2000? It would be interesting to know.,Subjective-Objective,compositional-nonvisual,3,vega-lite-example-gallery|bar_grouped
Could you provide the data on the total population of both males and females in the age group of 30-34 in the year 2000?,Subjective-Objective,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
Please provide the total population of both males and females in the age group of 30-34 in the year 2000.,Subjective-Objective,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
"Any idea about the number of people, both men and women, who were in their early thirties around the turn of the millennium?",Implicit-Explicit,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
Can you guess the count of both genders in their early thirties when we hit the year 2000?,Implicit-Explicit,compositional-nonvisual,2,vega-lite-example-gallery|bar_grouped
Do you know the combined count of men and women aged between 30 and 34 in the year 2000?,Implicit-Explicit,compositional-nonvisual,3,vega-lite-example-gallery|bar_grouped
Can you provide the exact number of males and females aged 30-34 in the year 2000?,Implicit-Explicit,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
Please provide the exact population count of males and females in the age group of 30-34 in the year 2000.,Implicit-Explicit,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
How tall are the blue and pink bars together for folks aged 30-34 in 2000?,Colloquial-Standard,compositional-visual,1,vega-lite-example-gallery|bar_grouped
Can you tell me the total height of the blue and pink bars for the 30-34 age group in 2000?,Colloquial-Standard,compositional-visual,2,vega-lite-example-gallery|bar_grouped
Could you provide the combined height of the blue and pink bars for the 30-34 age group in the year 2000?,Colloquial-Standard,compositional-visual,3,vega-lite-example-gallery|bar_grouped
Would you be able to ascertain the cumulative height of the blue and pink bars for the demographic aged 30-34 in the year 2000?,Colloquial-Standard,compositional-visual,4,vega-lite-example-gallery|bar_grouped
Could you elucidate the aggregate height of the blue and pink bars representing the age bracket of 30-34 in the annum 2000?,Colloquial-Standard,compositional-visual,5,vega-lite-example-gallery|bar_grouped
Can you tell me how tall the blue and pink bars are together for people aged 30-34 in 2000?,Non-technical-Technical,compositional-visual,1,vega-lite-example-gallery|bar_grouped
Can you add up the heights of the blue and pink bars for those aged 30-34 in 2000?,Non-technical-Technical,compositional-visual,2,vega-lite-example-gallery|bar_grouped
What's the total height of the blue and pink bars for the 30-34 age group in 2000?,Non-technical-Technical,compositional-visual,3,vega-lite-example-gallery|bar_grouped
What's the aggregate height of the blue and pink bars representing the 30-34 demographic in 2000?,Non-technical-Technical,compositional-visual,4,vega-lite-example-gallery|bar_grouped
What is the cumulative vertical measurement of the blue and pink histogram bars corresponding to the 30-34 age cohort in the year 2000?,Non-technical-Technical,compositional-visual,5,vega-lite-example-gallery|bar_grouped
"I'm really curious to know, how tall do you think the blue and pink bars are for the 30-34 age group in the year 2000?",Subjective-Objective,compositional-visual,1,vega-lite-example-gallery|bar_grouped
"I'm wondering, could you tell me the combined height of the blue and pink bars for the 30-34 age group in 2000?",Subjective-Objective,compositional-visual,2,vega-lite-example-gallery|bar_grouped
